PO Number,Release Number,PO Date,Dept #,Retailers PO #,Requested Ship / Delivery Date,Ship No Later,Cancel Date,Carrier,Carrier Details,Ship To Location,PO Line #,Qty Ordered,Unit of Measure,Unit Price,Buyer's Catalog or Stock Keeping #,UPC/EAN,Vendor Style,Retail Price,Product/Item Description,Color,Size,Pack Size,Pack Size UOM,Number of Inner Packs,Number of Pcs per Inner Pack,Store #,Qty per Store #,Record Type,PO purpose,PO Type,Contract number,Currency,Ship Status,Letter Of Credit,Vendor #,Division #,Cust Acct#,Cust Order #,Promo #,Ticket Desc,Other Info / #'s,Frt Terms,Carrier Ser Level,Payment Terms %,Payment Terms Disc Due Date,Payment Terms Disc Days Due,Payment Terms Net Due Date,Payment Terms Net Days,Payment Terms Disc Amt,Payment Terms Desc,Contact Phone,Contact Fax,Contact Email,Allow/Charge Type,Allow/Charge service,Allow/Charge amt,Allow/Charge %,Allow/Charge Rate,Allow/Charge Qty,Allow/Charge Desc,Ship To Name,Ship To Address 1,Ship to address 2,Ship to City,Ship To State,Ship to Zip,Ship To ctry,Ship To contact,Bill To Name,Bill To Address 1,Bill To address 2,Bill To City,Bill To State,Bill To Zip,Bill To ctry,Bill To contact,Buying Party Name,Buying Party Location,Buying Party Address 1,Buying Party address 2,Buying Party City,Buying Party State,Buying Party Zip,Buying Party ctry,Buying Party contact,Ultimate Location,Notes/Comments,Ship To Additional Name,Ship To Additional Name 2,Bill To Additional Name,Bill To Additional Name 2,Buyer Additional Name,Buyer Additional Name 2,GTIN,
3719189,,,,,,,,,,904S,,48,Each,39.95,2009180,647484043293,NT65120-11077LG,,ANURA 3-TONE TOADZ JACKET,RED/SLATE GRAY/,L,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,60,Each,39.95,2009181,647484043309,NT65120-11077XL,,ANURA 3-TONE TOADZ JACKET,RED/SLATE GRAY/,XL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,36,Each,39.95,2009182,647484043316,NT65120-11077XX,,ANURA 3-TONE TOADZ JACKET,RED/SLATE GRAY/,XXL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,50,Each,14.49,2080316,647484047611,PA63122-01L,,CLASSIC50/BLACK/LRG/,BLACK,LARGE,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,25,Each,14.49,2080317,647484047604,PA63122-01M,,CLASSIC50/BLACK/MED/,BLACK,MEDIUM,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,22,Each,14.49,2080318,647484047598,PA63122-01S,,CLASSIC50/BLACK/SMALL/,BLACK,SMALL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,46,Each,14.49,2080319,647484047628,PA63122-01XL,,CLASSIC50/BLACK/XL/,BLACK,XLARGE,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,55,Each,14.49,2080320,647484047635,PA63122-01XXL,,CLASSIC50/BLACK/XXL/,BLACK,XXL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,42,Each,14.49,2080321,647484047642,PA63122-01XXXL,,CLASSIC50/BLACK/3XL/,BLACK,3XL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,14,Each,14.49,2080322,647484047734,PA63122-07L,,CLASSIC50/CLOUD/LRG/,CLOUD,LARGE,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,17,Each,14.49,2080323,647484047727,PA63122-07M,,CLASSIC50/CLOUD/MED/,CLOUD,MEDIUM,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,5,Each,14.49,2080324,647484047710,PA63122-07S,,CLASSIC50/CLOUD/SMALL/,CLOUD,SMALL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,14,Each,14.49,2080325,647484047741,PA63122-07XL,,CLASSIC50/CLOUD/XL/,CLOUD,XLARGE,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,12,Each,14.49,2080326,647484047758,PA63122-07XXL,,CLASSIC50/CLOUD/XXL/,CLOUD,XXL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,35,Each,14.49,2080328,647484047673,PA63122-12L,,CLASSIC50/RYLBL/LRG/,ROYAL BLUE,LARGE,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,11,Each,14.49,2080329,647484047666,PA63122-12M,,CLASSIC50/RYLBL/MED/,ROYAL BLUE,MEDIUM,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,3,Each,14.49,2080330,647484047659,PA63122-12S,,CLASSIC50/RYLBL/SMALL/,ROYAL BLUE,SMALL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,47,Each,14.49,2080331,647484047680,PA63122-12XL,,CLASSIC50/RYLBL/XL/,ROYAL BLUE,XLARGE,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,17,Each,14.49,2080332,647484047697,PA63122-12XX,,CLASSIC50/RYLBL/XXL/,ROYAL BLUE,XXL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,4,Each,14.49,2080333,647484047703,PA63122-12XXX,,CLASSIC50/RYLBL/3XL/,ROYAL BLUE,3XL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,89,Each,9.49,2080337,647484047543,PA83122-01L,,CLASSIC50/BLACK/LRG/,BLACK,LARGE,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,77,Each,9.49,2080338,647484047536,PA83122-01M,,CLASSIC50/BLACK/MED/,BLACK,MEDIUM,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,29,Each,9.49,2080339,647484047529,PA83122-01S,,CLASSIC50/BLACK/SMALL/,BLACK,SMALL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,73,Each,9.49,2080340,647484047550,PA83122-01XL,,CLASSIC50/BLACK/XL/,BLACK,XLARGE,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719189,,,,,,,,,,904S,,33,Each,9.49,2080341,647484047567,PA83122-01XXL,,CLASSIC50/BLACK/XXL/,BLACK,XXL,,,12,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
